CMDLINE C:\Users\w\PycharmProjects\effiziente-algorithmen-tp1tp2\venv\Scripts\python.exe .\LCS.py
MEM 1.789062 1652394170.5771
MEM 3.335938 1652394170.6773
MEM 3.335938 1652394170.7858
MEM 3.335938 1652394170.8958
MEM 3.335938 1652394171.0048
MEM 3.335938 1652394171.1168
