CMDLINE C:\Users\w\PycharmProjects\effiziente-algorithmen-tp1tp2\venv\Scripts\python.exe .\LCS.py
MEM 1.812500 1652394190.2552
MEM 3.355469 1652394190.3672
MEM 3.355469 1652394190.4782
MEM 3.355469 1652394190.5882
MEM 3.355469 1652394190.6972
MEM 3.355469 1652394190.8072
