CMDLINE C:\Users\w\PycharmProjects\effiziente-algorithmen-tp1tp2\venv\Scripts\python.exe .\LCS.py
MEM 1.812500 1652394146.3135
MEM 3.324219 1652394146.4159
MEM 3.324219 1652394146.5249
MEM 3.324219 1652394146.6349
MEM 3.324219 1652394146.7449
MEM 3.324219 1652394146.8540
